,text,labels,predicted_label
29100,Sheldon.,OTHERS,LEONARD
29101,Because it doesn’t matter. I don’t care if we’re a ten or a two.,LEONARD,PENNY
29102,"I, I knew the answer. I got excited.",PENNY,LEONARD
29103,Social anxiety.,HOWARD,SHELDON
29104,"Oh, Amelia.",OTHERS,SHELDON
29105,"You might not like it as much if you knew what nether yea meant. Hint, if one cares about hygiene, one ought not be kissing it.",OTHERS,SHELDON
29106,"What, do they have Wii cricket now? That can’t be very popular.",PENNY,SHELDON
29107,"Oh, Leonard. If I was prone to sarcasm, I’d say I was pulling off a major heist at the museum of laundry baskets.",SHELDON,SHELDON
29108,Bernadette?,SHELDON,LEONARD
29109,"I don’t know, empathy? Anyway, I’m just saying that you’re feeling upset about something with Howard, and I’m upset about something with Leonard.",PENNY,SHELDON
29110,Ours doesn’t need an immune system because it lives in a state-of-the-art German incubator.,SHELDON,SHELDON
29111,You answered the multiple choice questions in a pattern. A B B A C. A B B A C.,SHELDON,SHELDON
29112,"Sheldon, I’ve been thinking about it, and you’re right. You don’t deserve any credit. All you did was misread some numbers on a table. A very easy table, too. Honestly, I’m embarrassed for you.",OTHERS,LEONARD
29113,You have to get rid of the chair.,SHELDON,SHELDON
29114,I have to buy that stupid collector’s tin.,LEONARD,RAJ
29115,Pretty well. Princeton has a beautiful campus.,OTHERS,SHELDON
29116,"Hey, guys, this is my friend Zack.",PENNY,LEONARD
29117,What beverage do you make for that?,PENNY,LEONARD
29118,Oh no.,SHELDON,RAJ
29119,"Sheldon, have you ever kissed a girl?",PENNY,SHELDON
29120,No.,LEONARD,SHELDON
29121,"Oh, I informed you thusly. I so informed you thusly.",SHELDON,SHELDON
29122,"Love is patient, but it’s not gonna put up with all the side chatter, so let’s knock it off.",OTHERS,SHELDON
29123,How long does this stay on?,OTHERS,LEONARD
29124,What?,HOWARD,SHELDON
29125,"Oh, yeah. You know you don’t have to stay for the whole thing.",LEONARD,LEONARD
29126,Thank you again for dinner.,SHELDON,PENNY
29127,"Oh, I don’t know, I mean, let’s say we succeed in proving that our consciousness creates reality. I mean, what will we have really accomplished? You know, a loaf of bread’s still three bucks.",OTHERS,RAJ
29128,"Again, I’ve never given it much thought.",PENNY,LEONARD
29129,"You’re kidding, right? It’s a bust of Sir Isaac Newton.",SHELDON,SHELDON
29130,I wish that all the time. Usually before I blow out birthday candles.,LEONARD,SHELDON
29131,"Please, all comments and questions should be flag-related.",SHELDON,PENNY
29132,Just a toy robot?,SHELDON,PENNY
29133,"Wait, what is going on?",HOWARD,LEONARD
29134,"No, I want to talk about the fact that Wolowitz shot me in the back.",SHELDON,RAJ
29135,"Thank you so much for helping us, Stuart.",PENNY,SHELDON
29136,Name one.,RAJ,LEONARD
29137,Hey. Thanks for coming by.,RAJ,SHELDON
29138,"A moment ago, when you turned off the TV during the classic Deep Space Nine/Star Trek The Original Series Trouble With Tribbles crossover episode. Would you like some advice?",SHELDON,SHELDON
29139,"So I found this fencing school in Burbank that has a Jedi class. And if you’re cool being the only adults there, they said they are.",HOWARD,PENNY
29140,Can I sit in your spot?,LEONARD,LEONARD
29141,"Relax, there’s room for two babies in this group.",LEONARD,RAJ
29142,What’s this?,RAJ,PENNY
29143,But he’s sad.,PENNY,PENNY
29144,"That’s the thing, I’m not. I’m not unhappy at all. It’s just, I don’t know, I, I’ve been in love before, but it felt different. But maybe this is a new, better, boring kind of love. Do you ever feel that way about Howard?",PENNY,SHELDON
29145,Leonard disproved my element. Now all the attention is going to go away.,SHELDON,LEONARD
29146,You gotta give him credit for sticking with it.,HOWARD,LEONARD
29147,"Look, I know it’s a lot of money, but the guy at the store said in five to seven years, it’ll pay for itself.",HOWARD,OTHERS
29148,"Look at these men. They’ve managed to win the top science prize in the world with no more understanding of the quantum underpinnings of the expansion of the early universe than God gave a goose. You should pay attention, Leonard. Someday this could be you up there.",SHELDON,LEONARD
29149,"Oh, come on.",RAJ,OTHERS
29150,"Oh, I overdid it myself last night. Hair of the dog.",SHELDON,LEONARD
29151,"Back in the pocket it goes. Look, you do understand that Sheldon really doesn’t care when he gets the money back. It’s actually one of the few idiosyncrasies that doesn’t make you want to, you know, kill him.",LEONARD,SHELDON
29152,"I’m the proud owner of Wil Wheaton stinks dot com, dot net, and dot org. What does that tell you?",SHELDON,PENNY
29153,"Okay, that I believe.",LEONARD,SHELDON
29154,"Ah, I’m back, you got me for eight minutes.",SHELDON,LEONARD
29155,"On the other hand, that low-down polecat done wronged my woman.",SHELDON,LEONARD
29156,Your handwriting is impeccable.,SHELDON,SHELDON
29157,"Well, everybody has things that they need help with. Like me, I can’t see without my glasses. And right now you’re just a, a cute, pink smudge wearing a childish green smudge.",OTHERS,LEONARD
29158,"Oh, my gosh, that’s awful. The other kids make fun of you?",PENNY,PENNY
29159,Really?,LEONARD,LEONARD
29160,So she’s available for coitus?,HOWARD,LEONARD
29161,"You can try, but nobody’s gonna believe you. I just, I don’t understand how you can watch a show that great and not be excited by it.",LEONARD,HOWARD
29162,I had extra dough.,OTHERS,RAJ
29163,Dandruff shampoo. I have dry scalp.,OTHERS,LEONARD
29164,"I mean, he calls her Debbie, she calls him Stewie and they’re all giggly around each other. And believe me, when food goes in that mouth, it does not come out.",HOWARD,SHELDON
29165,"Mm, Sheldon, you didn’t have a personality, you just had some shows you liked.",LEONARD,PENNY
29166,"Let’s see, my armies are going to attack the Shire from Buckland. And I roll a five and a three.",SHELDON,SHELDON
29167,Howard’s gonna sleep here tonight. He had a fight with his mother.,LEONARD,LEONARD
29168,"Oh, then I’m out.",SHELDON,LEONARD
29169,Howdy.,HOWARD,SHELDON
29170,"Oh, if it’s even the U.S. Military. It could be foreign military pretending to be American.",RAJ,PENNY
29171,Are we playing individual or teams?,LEONARD,PENNY
29172,"All right, will you at least stipulate that Star Trek IV: The Voyage Home is inarguably the best?",SHELDON,SHELDON
29173,"Really, you guys do not need to throw me a going-away party.",LEONARD,SHELDON
29174,No.,OTHERS,LEONARD
29175,It’s okay.,OTHERS,LEONARD
29176,"Hey, you can tell me what to do or you can tell me how to do it, but you can’t do both. This isn’t sex.",HOWARD,LEONARD
29177,"It was fine. Other than the weird-tasting juice Amy gave me, I slept the whole way.",SHELDON,PENNY
29178,Yeah. And the one thing that could make it even better is an evening with my special girl.,LEONARD,SHELDON
29179,Feel better now?,RAJ,SHELDON
29180,"Well, well, well, Sheldon, fancy meeting you here. I guess the train store in Glendale wasn’t having a cotillion after all. And you, you said you weren’t coming here, either.",LEONARD,HOWARD
29181,Seems a shame to throw it away.,LEONARD,LEONARD
29182,"Oh, you shouldn’t have.",SHELDON,LEONARD
29183,Not even when you were a kid?,PENNY,LEONARD
29184,"Really? So we’re playing Dungeons and Dragons, and we walk into a dungeon and see a dragon? Isn’t that a little on the nose?",HOWARD,PENNY
29185,"Oh, hi.",OTHERS,SHELDON
29186,"No, it did at first, but then I talked it through with Frank and Alicia, and they really helped put things into perspective.",SHELDON,LEONARD
29187,Hey.,LEONARD,SHELDON
29188,Then why are you telling me?,LEONARD,HOWARD
29189,What?,OTHERS,SHELDON
29190,Are we going to talk or are we going to play Mystic Warlords of Ka-ah?,HOWARD,SHELDON
29191,I could eat.,SHELDON,SHELDON
29192,"Okay, can you just let me in.",PENNY,OTHERS
29193,Here is a hot beverage to comfort you. It’s in a to-go cup. Make of that what you will.,SHELDON,LEONARD
29194,So you decided to get the whole Manhattan Project?,LEONARD,SHELDON
29195,Terrific.,RAJ,SHELDON
29196,Interesting. Penny’s current suitor asking advice from her former suitor.,RAJ,PENNY
29197,Really?,SHELDON,SHELDON
29198,Well I’d like to propose a toast. To science and friendship.,HOWARD,SHELDON
29199,You mean the one that makes ladies do the thing that ladies pretend they don’t do even though they do?,HOWARD,SHELDON
29200,"I know if the roles were reversed, he would do it for me.",HOWARD,SHELDON
29201,"I guess, uh, I’d like her to sit me down, look me in the eye and say, I was wrong. I love you. And then maybe she could touch me in a special way.",RAJ,SHELDON
29202,Oh please. My sister’s much hotter than your girlfriend and you know it.,RAJ,LEONARD
29203,"So by friend, do you mean friend friend, gay friend, or ex boyfriend who you’re now platonic with but still might have a thing for you friend”?",LEONARD,PENNY
29204,It’s okay if you say no.,PENNY,LEONARD
29205,We’re not going to get Wolowitz a hooker.,LEONARD,SHELDON
29206,"There’s a reciprocity clause. You get to pull the plug on him, too.",LEONARD,PENNY
29207,The day she left for Florida. She asked me to drive her to the airport. I was too busy. And I made her take a cab. I was too busy.,HOWARD,RAJ
29208,I hate my job.,PENNY,HOWARD
29209,"Uh, Penny, there’s something I have to tell you.",LEONARD,RAJ
29210,There’s no shame in asking for a break.,PENNY,HOWARD
29211,You got it.,LEONARD,SHELDON
29212,"Well, is there anything I could do to help?",OTHERS,LEONARD
29213,Thanks. What’s wrong with your mom?,OTHERS,OTHERS
29214,"I’ve been seeing him for years, I’m still not convinced he’s real.",OTHERS,PENNY
29215,How’d he know about it?,HOWARD,PENNY
29216,"So, listen, the New Art is showing the revised definitive cut of Blade Runner.",HOWARD,HOWARD
29217,We’re going to be hundred-aires.,HOWARD,PENNY
29218,What are you doing?,HOWARD,OTHERS
29219,"Not entirely, the fight over who’s going to drive is still…",SHELDON,LEONARD
29220,Big fat whopper. I hope it breaks.,SHELDON,LEONARD
29221,Oh. How are you?,OTHERS,LEONARD
29222,You sure?,RAJ,HOWARD
29223,"I’m glad you agree. I hired some guys to help us move it, come on in fellas.",LEONARD,LEONARD
29224,So what? His observation of high-energy positrons has provided the first conclusive evidence for the existence of galactic dark matter.,SHELDON,SHELDON
29225,"We did, you never brought it.",OTHERS,HOWARD
29226,"No, I made him up. I think you’d call him Lee.",SHELDON,HOWARD
29227,"All right, here goes nothing.",LEONARD,PENNY
29228,"Why don’t I just start? Sometimes people have trouble accepting accolades if, on a subconscious level, they don’t feel they deserve them. Do you think maybe that’s what’s happening here?",LEONARD,OTHERS
29229,I think I’m too sick to go to the funeral.,OTHERS,LEONARD
29230,"Oh, come on, Leonard, I know the car was a thoughtful gesture and I really appreciate it, but it doesn’t make sense to have both.",PENNY,SHELDON
29231,Boy teenagers.,SHELDON,LEONARD
29232,Okay. Open your eyes and see your new room.,PENNY,RAJ
29233,Oh. Very clever. But still racist.,RAJ,PENNY
29234,"Okay, uh, I’m gonna own you, bitch.",RAJ,HOWARD
29235,"Sure, sure. Uh, did you ever figure out who told?",PENNY,LEONARD
29236,"Good. Um, the conductor said if I come back to the engine room, he’d show me how to bring the train through a crossing.",SHELDON,LEONARD
29237,That’s my girl.,LEONARD,LEONARD
29238,"Oh, good. I passed the barriers.",LEONARD,LEONARD
29239,It’s on like Alderaan.,RAJ,HOWARD
29240,"I don’t know why you’re so surprised. I watch movies, I see what people do.",SHELDON,HOWARD
29241,You just called Leonard a syphilitic donkey.,HOWARD,SHELDON
29242,"I’ll tell you exactly what you should do, avoid the presumption of the Terran sensory input paradigm.",SHELDON,LEONARD
29243,I wonder if we’d have to disclose something like this when we apply for grants.,LEONARD,SHELDON
29244,Both versions: original and Lohan. You’re an idiot.,HOWARD,PENNY
29245,"Fine, then tell me how I should be looking at it.",LEONARD,SHELDON
29246,"And that’s exactly the answer we gave to the question, what is your attitude towards online dating”",HOWARD,PENNY
29247,Give me that. Just stop showing me up.,HOWARD,SHELDON
29248,"Whether or not he was trying to kill me. For the record, I maintain he was. Where are you going?",SHELDON,LEONARD
29249,What do we do now?,RAJ,PENNY
29250,"Aw, Stuart. Now I feel bad for murdering you.",PENNY,SHELDON
29251,Like the Black Death and Europe.,HOWARD,LEONARD
29252,"Bernie’s a little cranky since she’s been working, like, 17 hours a day. And I’ve got a lot on my plate, too, because I’ve been busting my tail playing Assassin’s Creed.",HOWARD,PENNY
29253,"Okay, but earlier it seemed like…",LEONARD,OTHERS
29254,"So, not a puppy?",HOWARD,SHELDON
29255,"I know you are. That’s why you just bought me a new iPad. And before you start, I am not interested in you arranging a marriage for me.",RAJ,HOWARD
29256,What pressure? All I said was you look handsome. Can you please open the door?,OTHERS,SHELDON
29257,And control it how?,LEONARD,LEONARD
29258,"Dumped her? What, did he use a forklift? Sorry. There’s nothing funny about morbid obesity.",RAJ,LEONARD
29259,Why? What happened?,LEONARD,LEONARD
29260,Mrs. Wunch in fourth grade. And my slogan was a line that’s straight is a line that’s great.,SHELDON,SHELDON
29261,"How nice. Here are some topics that interest me, quantum mechanics, trains, flags.",SHELDON,SHELDON
29262,"No, that can’t be it. And since you seem to have forgotten, the reason we live together is we’re best friends. And I got your back, Jack.",SHELDON,SHELDON
29263,"Well, that last Hunger Games was not my cup of tea.",SHELDON,PENNY
29264,I don’t understand the question.,SHELDON,SHELDON
29265,"So, how you holding up?",OTHERS,PENNY
29266,Professor Hawking.,SHELDON,RAJ
29267,I’ve been thinking about our recent humiliation.,SHELDON,HOWARD
29268,No. I’m the one that introduced him to her. I’ve got to say something.,PENNY,LEONARD
29269,"Yeah, I wish we looked as cool dancing in clubs as we do right now.",HOWARD,LEONARD
29270,Ready for dinner?,HOWARD,SHELDON
29271,Okay.,PENNY,SHELDON
29272,"Thank you, Stuart. It’s nice to know.",PENNY,LEONARD
29273,"You know, I read that washing dishes can be an excellent form of meditation. The key is that while washing the dishes one should only be washing the dishes.",RAJ,OTHERS
29274,"Oh, yeah, there she is. Hi, Mom.",LEONARD,RAJ
29275,"Well, no offence, but I didn’t go to art school. I have a PhD in astrophysics.",RAJ,SHELDON
29276,What did you do?,SHELDON,PENNY
29277,"I’m sorry, don’t listen to him. We’re actually physicists. We’re giving a lecture at Berkeley later today. We just, we had some time to kill.",LEONARD,HOWARD
29278,"Excuse me for being so bold, but I now see where Sheldon gets his smouldering good looks.",HOWARD,LEONARD
29279,I found the decaf!,PENNY,LEONARD
29280,"Fine, but set them to stun. If we vaporize Penny, I’ll never find a girlfriend that pretty again.",LEONARD,HOWARD
29281,Really? You can’t think of anyone weirder?,PENNY,SHELDON
29282,I’m sorry I didn’t have a camera.,PENNY,OTHERS
29283,And you moved in anyway?,PENNY,LEONARD
29284,Well where are we going?,PENNY,PENNY
29285,"Go ahead, make jokes. I don’t know why you think you’re going to Comic-Con, you just had a baby.",RAJ,SHELDON
29286,I miss this.,OTHERS,PENNY
29287,"No, it is. Leonard pointed out to me that I’m not always a loving and supportive boyfriend, so here’s some quality luggage.",SHELDON,PENNY
29288,I wasn’t going to tell you.,OTHERS,SHELDON
29289,"Oh, yes. We had a tree, we had a manger, we had an inflatable Santa Claus with plastic reindeer on the front lawn. And to make things even more jolly, there were so many blinking lights on the house they induced neighbourhood-wide seizures.",SHELDON,SHELDON
29290,"Oh, will you please let it go?",PENNY,PENNY
29291,Yes.,OTHERS,LEONARD
29292,Then swim to Cuba.,PENNY,LEONARD
29293,I know. It’s still gonna be weird to see the movie without him.,LEONARD,HOWARD
29294,Penny?,OTHERS,HOWARD
29295,"Well, I mean, I’m sitting right here. You’re talking about my feelings and somehow leaving me out of the conversation.",LEONARD,HOWARD
29296,Are you done?,PENNY,PENNY
29297,Should we stop holding hands now?,HOWARD,LEONARD
29298,"There’s just no pleasing you, is there, Leonard? You weren’t happy with my previous approach to dealing with her, so I decided to employ operant conditioning techniques, building on the work of Thorndike and B.F. Skinner. By this time next week, I believe I can have her jumping out of a pool, balancing a beach ball on her nose.",SHELDON,HOWARD
29299,You have a sarcasm sign?,SHELDON,SHELDON
29300,Good for you.,OTHERS,PENNY
29301,"Oh, hi Penny.",LEONARD,LEONARD
29302,"Once again, I’m driving. I’m right here.",LEONARD,PENNY
29303,"Thank you, Raj.",OTHERS,SHELDON
29304,We were really hitting it off.,SHELDON,SHELDON
29305,Alright that is very immature.,SHELDON,SHELDON
29306,"Uh-huh. I’m guessing 21 seconds had something to do with that, too.",HOWARD,SHELDON
29307,We’re all out of alcohol.,SHELDON,LEONARD
29308,"I don’t know what succubus is, but it has suck in it, so that can’t be good.",PENNY,HOWARD
29309,"What the hell? The last time we went to the zoo, that son of a bitch made me buy him a churro.",HOWARD,SHELDON
29310,We had a really nice swim.,PENNY,SHELDON
29311,Now open your hand and let it go.,PENNY,PENNY
29312,Calm down. We’ll figure it out.,LEONARD,LEONARD
29313,It is just so frustrating.,SHELDON,SHELDON
29314,"You, too.",OTHERS,HOWARD
29315,"You were so cute, huffin’ and puffin’. There’s Amy. I just know you’re gonna hit it off. You both have the same fashion sense. Hello. Come in, say hi to my Meemaw.",SHELDON,HOWARD
29316,"Penny, Penny, listen, I hope you’re not doing this ’cause of you and me, because I have a girlfriend, and you’re a single woman.",LEONARD,SHELDON
29317,And there was no-one there to take care of you?,PENNY,LEONARD
29318,"Uh, no. You had a long flight. You stay here and relax.",RAJ,SHELDON
29319,"Okay, Raj, hand me the number six torque screwdriver.",HOWARD,SHELDON
29320,"No, Sheldon, there’s not going to be a scene. There’s two of us and one of him.",LEONARD,SHELDON
29321,"Penny just said they’re having fun. Honestly, you want to wrap tape around a bunch of pipe fittings all afternoon?",HOWARD,SHELDON
29322,"Excuse us for a second. Sheldon, it’s okay, he can do it. He’s a barber.",LEONARD,LEONARD
29323,"Guys, help me.",RAJ,PENNY
29324,"Hmm, I think I got them all. Nope, they’re not in there.",LEONARD,RAJ
29325,"I agree. That is, if you’ve never been to or heard of a party before.",RAJ,LEONARD
29326,I want you to know that that is sincere. I do feel bad. I’m not just saying it to be included on your trip.,SHELDON,PENNY
29327,"No, no, not this time. I know insects, my friend, I spent many childhood years capturing them with nets, putting them in glass jars, sticking pins through them, mounting them on corrugated cardboard with Dymo labels underneath, identifying the genus and species. In Latin.",HOWARD,SHELDON
29328,"Oh, hi.",LEONARD,HOWARD
29329,"See? Total cwap. You suck, Siwi.",OTHERS,LEONARD
29330,Heard you the first time.,SHELDON,PENNY
29331,Ooh. Maybe I like it.,PENNY,LEONARD
29332,Is that a real thing?,RAJ,LEONARD
29333,I’m sorry?,PENNY,SHELDON
29334,"Well, so then we start the game over until there’s a winner.",RAJ,PENNY
29335,"Yeah, not bad, not bad.",PENNY,LEONARD
29336,Good guess.,HOWARD,HOWARD
29337,"It’s called non-fiction for a reason, Leonard.",SHELDON,SHELDON
29338,It’s up to you. He didn’t call your experiment stupid.,LEONARD,PENNY
29339,"Interesting, and when would you use the singular?",OTHERS,SHELDON
29340,"If you were to die this evening with no opportunity to communicate with anyone, what would you most regret not having told someone?",PENNY,LEONARD
29341,I am talking to a man in space. If you don’t have the  then he might as well be at the Coffee Bean over on Lake Street.,SHELDON,RAJ
29342,"Well, actually, insects are a dietary staple in many cultures, they’re almost pure protein.",SHELDON,SHELDON
29343,Good night.,LEONARD,HOWARD
29344,"Well, it’s tough to say since it’s hot, but on the underground market, my guy figures…",HOWARD,PENNY
29345,"Destiny, thy name is Anaheim.",HOWARD,SHELDON
29346,"Those aren’t gonna help you, Sheldon,",HOWARD,LEONARD
29347,"Well, I guess as long as you’re keeping an open mind.",HOWARD,SHELDON
29348,That’s okay. I can make it over.,LEONARD,OTHERS
29349,"Whoa, wait, wait, wait. I did not start dating at 15.",PENNY,PENNY
29350,"Oh, wait. I remember.",PENNY,LEONARD
29351,"You got it, buddy.",SHELDON,SHELDON
29352,"How about Florida? They’ve got Cape Canaveral, they’ve got Disney, they’ve got my Aunt Ida and the world’s largest collection of diabetic candy. Plus, if you get sweaty enough, her plastic-covered furniture is like a flume ride.",HOWARD,PENNY
29353,"Forgive me, as you know, I’m no adept at reading facial cues, but I’m going to take a stab here, you’re either sad or nauseated.",SHELDON,PENNY
29354,Go for stereo.,RAJ,HOWARD
29355,Hey.,LEONARD,LEONARD
29356,Why would that make me feel better?,SHELDON,LEONARD
29357,What the hell are you doing?,HOWARD,LEONARD
29358,"How am I supposed to sleep? I’ve been married less than 24 hours, and my wife isn’t speaking to me.",LEONARD,LEONARD
29359,"Sheldon, this is not a big deal. It’s a little white lie, everyone does it.",LEONARD,PENNY
29360,"It isn’t, Meemaw. Sorry, Leonard.",SHELDON,SHELDON
29361,"Oh, my dad used to have a pen like that. I dated it all through sixth grade.",HOWARD,SHELDON
29362,"Terrific. And pleasantly surprised to hear from you, given how I acted on our last date.",OTHERS,PENNY
29363,"Plus, there’s almost no chance we’ll see any of our coworkers half naked.",SHELDON,LEONARD
29364,What’s happening?,OTHERS,SHELDON
29365,Not great. Can I talk to you for a sec?,PENNY,LEONARD
29366,Our troll just walked in! I got him!,HOWARD,LEONARD
29367,"I’m sorry, Sheldon. I can’t help you. Oh, spoiler alert, this door’s about to slam in your face.",LEONARD,LEONARD
29368,"Oh! No, she’s right, I don’t need to know what you were doing. Carry on.",SHELDON,PENNY
29369,I don’t like when you imitate me.,OTHERS,LEONARD
29370,All right. Come on. What is really going on with you?,PENNY,RAJ
29371,That’s it. Bye-bye.,LEONARD,LEONARD
29372,"Please, can I do it with him? Please?",PENNY,LEONARD
29373,That is the sickest thing I’ve ever heard.,PENNY,LEONARD
29374,"Alright, singer who sang “Oops I Did It Again.”  Okay, Tweetie Bird, taught he taw a what?",PENNY,PENNY
29375,"She built an ice castle, made a snow monster and gave herself a complete makeover in one day. You know what I saw you do today? Eat a block of cream cheese straight from the foil and lie about it to your wife.",RAJ,PENNY
29376,"Yes. Leonard’s work is nearly as amazing as third graders growing lima beans in wet paper towels.  While I appreciate the oh, snap, I’m uncomfortable having your moist breath in my ear.",SHELDON,LEONARD
29377,"Okay. Well, a couple of things. Don’t tell them I come from money. I want them to love me for me. They must be insanely hot. Like, nines or tens.",RAJ,SHELDON
29378,"I know, I know.",PENNY,SHELDON
29379,No. I’m having a moral crisis.,LEONARD,SHELDON
29380,"All right, people, let’s get down to the math. It is only three dimensional thinking that limits our imagination. Can I take my pants off over my head? Of course not. My body’s in the way. But if we had access to higher dimensions, we could move our pants around our bodies through the fourth dimension and our days of dropping trousers would be over.",SHELDON,SHELDON
29381,"I know that if I had a wife or a fiancée, I’d ask her first before I invested money in a comic book store.",SHELDON,LEONARD
29382,Potty is innocent. Potty is adorable.,RAJ,LEONARD
29383,"Yeah. I guess I was just thinking about my mom, and how sad my childhood was.",HOWARD,HOWARD
29384,"Sim City. More specifically, the Sim City I designed, Sheldonopolis.",SHELDON,LEONARD
29385,"Thank you, Pasadena. Good night.",HOWARD,LEONARD
29386,"Well, we don’t exactly. I’m a microbiologist for the research team.",OTHERS,PENNY
29387,I’m so sorry I made you feel bad about the money stuff.,OTHERS,HOWARD
29388,Labradoodle?,HOWARD,LEONARD
29389,That would mean that this delayed parameter should be increased 250 milliseconds.,OTHERS,SHELDON
29390,Au contraire.,SHELDON,SHELDON
29391,You own a smoking monkey?,SHELDON,LEONARD
29392,Have you been running?,PENNY,SHELDON
29393,"Thanks. I’ve been hearing that a lot. Ever since I won, people think I’m great.",OTHERS,OTHERS
29394,"Howard, listen…",LEONARD,SHELDON
29395,"Which reminds me. This came in the mail, and I want you to have it.",SHELDON,RAJ
29396,Thank you. Do either of you know Beyoncé? I’d love her to get behind it.,SHELDON,LEONARD
29397,Ouch.,PENNY,LEONARD
29398,"I mean, who even reads Scientific American?",PENNY,SHELDON
29399,Great. And?,RAJ,PENNY
29400,"Yeah. No one wants to see that. Hey, how about skinny dipping at the beach?",PENNY,LEONARD
29401,"Sheldon, that’s enough.",OTHERS,LEONARD
29402,You know it’s meant as a compliment.,HOWARD,LEONARD
29403,It came to $28.17. Let’s say six bucks apiece.,LEONARD,PENNY
29404,Wrong. We were standing outside my room in the hallway.,SHELDON,SHELDON
29405,"No. I mean, to be completely honest, I’ve, I’ve only been in one long-term relationship.",OTHERS,SHELDON
29406,"If I am permitted to speak again, Dr. Sheldon Cooper for the win.",SHELDON,LEONARD
29407,"Yeah, it’s a perfectly good word. I mean, you put it in front of dokay and you really got something. All right, look, let’s not overreact, you know? For a lot of couples, it takes time to get to know each other’s rhythms. Learn what the other person wants and likes.",PENNY,SHELDON
29408,"No, hang on. I followed all the protocols set forth by you in the relationship agreement. I made a written record request 72 hours in advance. I checked the tyre pressure on the car. I even contacted the Centres For Disease Control to find out what shots they recommend for travel to Orange County. FYI, it’s none.",OTHERS,SHELDON
29409,"I’m not saying it was bad, I’m just saying it… wasn’t great.",LEONARD,SHELDON
29410,Not really. I feel somewhat like an inverse tangent function that’s approaching an asymptote.,SHELDON,SHELDON
29411,"Oh, I don’t think there will be.",HOWARD,SHELDON
29412,"Oh, is that offer for everybody?",PENNY,SHELDON
29413,You’ll fall through the roof before you fall off it.,HOWARD,SHELDON
29414,This package came while you were at work.,SHELDON,HOWARD
29415,It’s my office.,SHELDON,LEONARD
29416,What happened?,OTHERS,HOWARD
29417,"Sheldon, this is Leonard’s decision. He invited me to Switzerland, and I intend to go.",PENNY,LEONARD
29418,No. You?,OTHERS,HOWARD
29419,"You initialed it. See? L.H., L.H., L.H.",SHELDON,PENNY
29420,"Yes, it’s not the same without him.",RAJ,SHELDON
29421,Did it have six breasts?,OTHERS,LEONARD
29422,"Oh come on, no! We just bought the regular pack.",LEONARD,PENNY
29423,"Oh, me, too.",SHELDON,LEONARD
29424,Eureka!,HOWARD,SHELDON
29425,"Just tell me one thing that bothers you, and I promise I won’t get mad.",OTHERS,HOWARD
29426,"It’s okay, I’m fine.",RAJ,LEONARD
29427,"You tell me, you woke up in bed with one.",LEONARD,OTHERS
29428,"I said, name one. You really need to work on your listening skills.",SHELDON,HOWARD
29429,You’re a lucky man. Bernie’s a great gal.,OTHERS,SHELDON
29430,No. Damage is done.,OTHERS,LEONARD
29431,"I couldn’t find you guys so I bought six new friends. Three, sadly, are dead.",RAJ,LEONARD
29432,"Well, what if you get it?",LEONARD,SHELDON
29433,"I’m sorry, Leonard, this is Toby Loobenfeld, he’s a research assistant in the particle physics lab, but he also minored in theatre at MIT.",SHELDON,RAJ
29434,"Oh, what’s that ring box?",PENNY,SHELDON
29435,You should see the Valentine’s Day card he gave me.,OTHERS,HOWARD
29436,"I was so pissed, I wanted to shoot my TV.",OTHERS,PENNY
29437,Are you drunk?,LEONARD,LEONARD
29438,You’re full of oestrogen and you don’t act like that.,HOWARD,LEONARD
29439,"Yeah, i heard you on the baby monitor. Didn’t think you could think you could turn the theme from Walking Dead into a lullaby.",RAJ,SHELDON
29440,"While showering topless, 16 minutes after brief side butt during a pillow fight with her sorority sisters.",RAJ,SHELDON
29441,"No, no, comfort is the enemy. You know what’s comfortable? Slippers and blankets and panda bears. Imagine a panda bear with Richard Feynman’s face on it. Warm up the car, Leonard, it’s poster time.",SHELDON,LEONARD
29442,Thank God for Plan B.,HOWARD,LEONARD
29443,Why would you knock over a lamp?,SHELDON,PENNY
29444,You know what this place needs? A suggestion box.,SHELDON,SHELDON
29445,This is the part where you talk.,RAJ,HOWARD
29446,"All right, I will.",RAJ,LEONARD
29447,And he’s back in the closet.,PENNY,OTHERS
29448,"Oh, I always tear up when the Grinch’s heart grows three sizes.",PENNY,LEONARD
29449,"Got it. Oh. There. Oh, yeah. Yeah, now I’m feeling it. Oh, this is great. I could do this for the rest of my life. Hey, speaking, speaking of things you do for the rest of your life, uh, did I read that you’re on that-that tenure committee?",LEONARD,SHELDON
29450,"Oh, you guys are very sweet. So, Penny, listen, I saw your movie.",OTHERS,OTHERS
29451,It’s not your fault.,LEONARD,RAJ
29452,"Leonard, I don’t think I can do this.",SHELDON,LEONARD
29453,"Uh, oh, sorry.",LEONARD,SHELDON
29454,"Hang on, Dr. Cooper. What’s vexillology?",OTHERS,SHELDON
29455,Yeah. This man is not my father. I’m being held hostage. So I’m going to do something insane in the hopes that you’ll call 911.,HOWARD,SHELDON
29456,"Of course. And San Diego is right across the border from my favorite city on Earth, Tijuana, where I’m taking you every night.",OTHERS,OTHERS
29457,"Wow. How’s that Hater-Ade taste, bro? Hey, this isn’t the way to work.",RAJ,HOWARD
29458,"Hi, Bernie, it’s me again. Please call me back.",HOWARD,RAJ
