,Episodes,Episode_Names,Characters,Lines,Season
43833,912,Phoebe's Rats,JOEY,think i'm gonna sleep never call thing gonna get uncomfortable yeah sound right,9
43834,912,Phoebe's Rats,ROSS,come plenty woman thereok forget ok limit,9
43835,912,Phoebe's Rats,JOEY,oh man go say told can't make want even,9
43836,912,Phoebe's Rats,ROSS,child,9
43837,912,Phoebe's Rats,JOEY,yes,9
43838,912,Phoebe's Rats,ROSS,joey come please just-just try focus sexual energy someone else,9
43839,912,Phoebe's Rats,JOEY,fine,9
43840,912,Phoebe's Rats,MONICA,take home,9
43841,912,Phoebe's Rats,PHOEBE,hey mikey,9
43842,912,Phoebe's Rats,MIKE,hey,9
43844,912,Phoebe's Rats,MIKE,set rat trap,9
43845,912,Phoebe's Rats,PHOEBE,kill bob,9
43846,912,Phoebe's Rats,MIKE,test neck strength,9
43847,912,Phoebe's Rats,PHOEBE,mike want kill think gonna capture know set free country side maybe meet friendly possom wisecrack owl,9
43848,912,Phoebe's Rats,MIKE,ok ok i'll throw away trap,9
43849,912,Phoebe's Rats,PHOEBE,i'll find bob i'll get bob bob robert oh wait think hear oh oh god bob baby bob's mom,9
43850,912,Phoebe's Rats,MIKE,well think new name,9
43851,912,Phoebe's Rats,PHOEBE,know kinda like bob girl,9
43852,912,Phoebe's Rats,MIKE,know mean i'm sure,9
43853,912,Phoebe's Rats,PHOEBE,oh god kill bob,9
43854,912,Phoebe's Rats,MIKE,maybe bob maybe mouse,9
43855,912,Phoebe's Rats,PHOEBE,suzie,9
43856,912,Phoebe's Rats,ROSS,whazzup,9
43857,912,Phoebe's Rats,CHANDLER,seriously dude year ago,9
43858,912,Phoebe's Rats,ROSS,listen favor i'm gonna today keep eye joey make sure nothing happen molly,9
43859,912,Phoebe's Rats,CHANDLER,trust,9
43860,912,Phoebe's Rats,ROSS,wh woman sound lot like joey call earlier asked daughter hot nanny,9
43861,912,Phoebe's Rats,CHANDLER,really long term plan run interference could get job day,9
43862,912,Phoebe's Rats,ROSS,appear right cusp something come man i'm sure he'll lose interest week two please,9
43863,912,Phoebe's Rats,CHANDLER,allright fine blame work know well joey set mind something often he's go sex,9
43864,912,Phoebe's Rats,ROSS,well gotta something ok nanny like grow tree,9
43865,912,Phoebe's Rats,CHANDLER,picture tree,9
43866,912,Phoebe's Rats,ROSS,yes,9
43867,912,Phoebe's Rats,CHANDLER,go joe,9
43868,912,Phoebe's Rats,JOEY,walk,9
43869,912,Phoebe's Rats,CHANDLER,oh mind join,9
43870,912,Phoebe's Rats,JOEY,actually long know really need organize thought,9
43871,912,Phoebe's Rats,CHANDLER,thought plural,9
43872,912,Phoebe's Rats,JOEY,allright fine one thought hot nanny gotta see,9
43873,912,Phoebe's Rats,CHANDLER,i'm afraid can't let joe,9
43874,912,Phoebe's Rats,JOEY,tell can't see guys kill forbidden fruit like like princess i'm stable boy huh ross tell let go,9
43875,912,Phoebe's Rats,CHANDLER,yes matter fact can't let go,9
43876,912,Phoebe's Rats,JOEY,huh interesting obstacle hot nanny world kind stuff great novel make,9
43877,912,Phoebe's Rats,CHANDLER,great novel,9
43878,912,Phoebe's Rats,JOEY,fine mediocre porn,9
43879,912,Phoebe's Rats,GAVIN,gavin mitchelle's office,9
43880,912,Phoebe's Rats,RACHEL,rachel green's office give phone hello rachel green help uh huh ok i'll pas back son,9
43881,912,Phoebe's Rats,GAVIN,hey mom that's secretary,9
43882,912,Phoebe's Rats,RACHEL,um excuse gavin question need ask,9
43883,912,Phoebe's Rats,GAVIN,mom i'll call later yeah yes,9
43884,912,Phoebe's Rats,RACHEL,like look butts much go look mirror,9
43885,912,Phoebe's Rats,GAVIN,thank god finally say saw make note pad three hour ago man really bug,9
43886,912,Phoebe's Rats,RACHEL,oh please care enough bug fact i'm go take high road i'm go nice momma's boy start right,9
43887,912,Phoebe's Rats,MONICA,hey rach,9
43888,912,Phoebe's Rats,RACHEL,hi,9
43889,912,Phoebe's Rats,MONICA,ready birthday lunch,9
43890,912,Phoebe's Rats,RACHEL,yeah oh first monica would like introduce talented colleage importantly wonderful friend gavin mitchelle,9
43891,912,Phoebe's Rats,GAVIN,pleased meet,9
43892,912,Phoebe's Rats,MONICA,pleased meet come rachel's party tonight,9
43893,912,Phoebe's Rats,RACHEL,oh gavin can't already plan likely mother,9
43894,912,Phoebe's Rats,GAVIN,well mind i'll cancel would never miss secretary's birthday,9
43895,912,Phoebe's Rats,RACHEL,invite can't stand guy,9
43896,912,Phoebe's Rats,MONICA,nice,9
43897,912,Phoebe's Rats,RACHEL,fake can't tell i'm fake,9
43898,912,Phoebe's Rats,RACHEL,hey mr philip nice suit,9
43899,912,Phoebe's Rats,MONICA,right fake,9
43900,912,Phoebe's Rats,RACHEL,shh,9
43901,912,Phoebe's Rats,RACHEL,still can't believe invite gavin allright last person want see,9
43902,912,Phoebe's Rats,MONICA,oh welcome party i'm glad good time,9
43903,912,Phoebe's Rats,RACHEL,god hope show course he's gonna show guy hate,9
43906,912,Phoebe's Rats,MONICA,maybe he's bother much like like first grade skippy langwild always push playground secretly crush,9
43907,912,Phoebe's Rats,RACHEL,oh monica think skippy like honey buy bet see knock,9
43908,912,Phoebe's Rats,MOLLY,i'm gonna take home,9
43909,912,Phoebe's Rats,RACHEL,oh ok thank see guy see,9
43910,912,Phoebe's Rats,MONICA,kick bed vodka,9
43911,912,Phoebe's Rats,JOEY,hey rach sing happy birthday,9
43912,912,Phoebe's Rats,RACHEL,yeah sure,9
43913,912,Phoebe's Rats,JOEY,oh happy birth oh see later,9
43914,912,Phoebe's Rats,MONICA,hey rach somebody get shoe,9
43915,912,Phoebe's Rats,RACHEL,oh give,9
43916,912,Phoebe's Rats,PHOEBE,careful careful rat baby,9
43917,912,Phoebe's Rats,MIKE,yeah rat baby,9
43918,912,Phoebe's Rats,RACHEL,ahhhh bring rat birthday party,9
43919,912,Phoebe's Rats,MONICA,stroke feel like,9
43920,912,Phoebe's Rats,PHOEBE,bring kill mother they're responsibility know require constant care know rachel mother,9
43921,912,Phoebe's Rats,RACHEL,compare daughter rat,9
43922,912,Phoebe's Rats,PHOEBE,seven rat think take home need feed,9
43923,912,Phoebe's Rats,RACHEL,whhh wait gonna leave party take care box rat,9
43924,912,Phoebe's Rats,PHOEBE,well i'm sorry rachel i'm like ok everyone afford help,9
43925,912,Phoebe's Rats,ROSS,hell joey molly ask watch,9
43926,912,Phoebe's Rats,CHANDLER,i'm sorry get little occupied,9
43927,912,Phoebe's Rats,ROSS,stop something happens,9
43928,912,Phoebe's Rats,CHANDLER,right behind big guy,9
43929,912,Phoebe's Rats,JOEY,see molly people understand act discipline take lot hard work,9
43930,912,Phoebe's Rats,MOLLY,study,9
43931,912,Phoebe's Rats,JOEY,oh go college,9
43932,912,Phoebe's Rats,MOLLY,study act,9
43933,912,Phoebe's Rats,JOEY,molly people study act,9
43934,912,Phoebe's Rats,ROSS,molly ah mind give minute,9
43935,912,Phoebe's Rats,MOLLY,sure i'll go check emma,9
43936,912,Phoebe's Rats,ROSS,thanx,9
43937,912,Phoebe's Rats,JOEY,stable boy never get princess,9
43938,912,Phoebe's Rats,ROSS,think gonna sex right couch,9
43939,912,Phoebe's Rats,JOEY,leather stick ass know fair make think i'm gonna sleep blow huh can't guy open mind possibility actally like might want something real look truth felt way anyone since rachel ok think could ever love,9
43940,912,Phoebe's Rats,JOEY,ok,9
43941,912,Phoebe's Rats,WOMAN,hi molly,9
43942,912,Phoebe's Rats,ROSS,yeah come molly,9
43943,912,Phoebe's Rats,MOLLY,hey guy tabatha i'll see tomorrow,9
43944,912,Phoebe's Rats,ROSS,ok well uh joey guess problem,9
43945,912,Phoebe's Rats,JOEY,like favorite fairy tale come true princess stable boy lesbian,9
43946,912,Phoebe's Rats,PHOEBE,ok ok start prepare formula start change box gotta put straight bed,9
43947,912,Phoebe's Rats,MIKE,hey become one couple whose life revolve around rat,9
43948,912,Phoebe's Rats,PHOEBE,well know they're responsibility,9
43949,912,Phoebe's Rats,MIKE,ok fine rat responsibility happen mate hundred,9
43950,912,Phoebe's Rats,PHOEBE,mate they're brother sister,9
43951,912,Phoebe's Rats,MIKE,yeah problem rat they're love one kind animal,9
43952,912,Phoebe's Rats,PHOEBE,wh get sister oh god gonna rat rat rat that's like that's math can't even gonna,9
43953,912,Phoebe's Rats,MIKE,well know gonna sound crazy could let box rat ruin life,9
43954,912,Phoebe's Rats,PHOEBE,yeah ok guess right allright give away nice family child reduce fat wheat thins they're bob's favorite,9
43955,912,Phoebe's Rats,MIKE,gonna ok,9
43956,912,Phoebe's Rats,PHOEBE,must think i'm crazy,9
43957,912,Phoebe's Rats,MIKE,think sweet,9
43958,912,Phoebe's Rats,PHOEBE,good hard hard let go guess brings back memory know give birth brother's triplet give tell yet,9
43959,912,Phoebe's Rats,MONICA,hey,9
43960,912,Phoebe's Rats,RACHEL,hi thanks party honey help clean,9
43961,912,Phoebe's Rats,MONICA,way party mine everything alright,9
43962,912,Phoebe's Rats,RACHEL,yeah get little bummed birthday's,9
43963,912,Phoebe's Rats,MONICA,well least one thing happy jerk gavin office show,9
43964,912,Phoebe's Rats,RACHEL,mmm hmm,9
43965,912,Phoebe's Rats,GAVIN,yeah hey,9
43966,912,Phoebe's Rats,MONICA,oh talk way recover,9
43968,912,Phoebe's Rats,GAVIN,nice party,9
43969,912,Phoebe's Rats,RACHEL,well would see show,9
43970,912,Phoebe's Rats,MONICA,welcome,9
43971,912,Phoebe's Rats,GAVIN,look i'll give go,9
43972,912,Phoebe's Rats,RACHEL,oh buy present,9
43973,912,Phoebe's Rats,GAVIN,well let explain birthday party usually work present cake perhaps fourth fifth person ok get present make jerk earlier,9
43974,912,Phoebe's Rats,RACHEL,aww well ok well that's nice write card gavin,9
43975,912,Phoebe's Rats,GAVIN,really mean,9
43976,912,Phoebe's Rats,RACHEL,awww awww beautiful,9
43977,912,Phoebe's Rats,GAVIN,mind well know fit,9
43978,912,Phoebe's Rats,RACHEL,see gavin capable nice guy give hard time,9
43979,912,Phoebe's Rats,GAVIN,i'm sure,9
43980,912,Phoebe's Rats,RACHEL,well monica seem think feeling,9
43981,912,Phoebe's Rats,GAVIN,feeling,9
43983,912,Phoebe's Rats,GAVIN,yes feel little annoying,9
43984,912,Phoebe's Rats,RACHEL,see gavin right i'm change opinion go,9
43985,912,Phoebe's Rats,CHANDLER,first afraid petrify,9
43986,912,Phoebe's Rats,PHOEBE,hey,9
43987,912,Phoebe's Rats,CHANDLER,hi,9
43988,912,Phoebe's Rats,PHOEBE,listen think i've leave something,9
43989,912,Phoebe's Rats,CHANDLER,oh well someone leave,9
43990,912,Phoebe's Rats,PHOEBE,like think leave one rat baby,9
43991,912,Phoebe's Rats,CHANDLER,oh uh well seem i'll let know,9
43992,912,Phoebe's Rats,MONICA,ohmygod rat baby rat baby rat baby,9
43993,912,Phoebe's Rats,PHOEBE,ooh maybe that's,9
43995,914,The Blind Dates,JOEY,morning roomie,9
43996,914,The Blind Dates,RACHEL,hey remember put clothes morning,9
43997,914,The Blind Dates,JOEY,fifth day's charm,9
43998,914,The Blind Dates,RACHEL,oh joey great back gotta tell make easy emma,9
43999,914,The Blind Dates,JOEY,hey great back know stay long want stop cry night,9
44000,914,The Blind Dates,ROSS,hey naked hey rach expect see tonight,9
44001,914,The Blind Dates,RACHEL,well i'll probably back pick around six bedroom ready go actually fall back sleep,9
44002,914,The Blind Dates,JOEY,probably exhaust adorable screaming last night,9
44003,914,The Blind Dates,RACHEL,bye,9
44004,914,The Blind Dates,ROSS,bye hey hope emma make hard,9
44005,914,The Blind Dates,JOEY,hey great,9
44006,914,The Blind Dates,ROSS,yeah,9
44007,914,The Blind Dates,JOEY,yeah look want know rachel stay everything feeling totally okay even accidentally walk woman use breast pump,9
44008,914,The Blind Dates,ROSS,yeah,9
44009,914,The Blind Dates,JOEY,wow,9
44010,914,The Blind Dates,ROSS,i'm i'm okay,9
44011,914,The Blind Dates,JOEY,really,9
44012,914,The Blind Dates,ROSS,sure mean wish rachel living together would work course know i'm disappoint like divorce,9
44013,914,The Blind Dates,JOEY,well actually,9
44014,914,The Blind Dates,ROSS,divorce divorce anyway think rachel need know get life maybe maybe start see people,9
44015,914,The Blind Dates,JOEY,wow really,9
44016,914,The Blind Dates,ROSS,yeah sure fact know anyone would good,9
44017,914,The Blind Dates,JOEY,sure know lot girl,9
44018,914,The Blind Dates,ROSS,yeah names come mind,9
44019,914,The Blind Dates,JOEY,ooh name,9
44020,914,The Blind Dates,PHOEBE,hey,9
44021,914,The Blind Dates,JOEY,hey gonna get something eat want something,9
44022,914,The Blind Dates,PHOEBE,get,9
44023,914,The Blind Dates,PHOEBE,goodie thanks live rachel mean apart great food,9
44024,914,The Blind Dates,JOEY,i'm fine i'm fine weird what's happen ross know yesterday ask fix somebody,9
44025,914,The Blind Dates,PHOEBE,oh god rachel ask know anyone,9
44027,914,The Blind Dates,PHOEBE,know they're perfect crazy,9
44028,914,The Blind Dates,JOEY,know what's crazy jar like two bite,9
44029,914,The Blind Dates,PHOEBE,wish they'd realise together,9
44030,914,The Blind Dates,JOEY,know know move back together figure y'know that's thing head,9
44031,914,The Blind Dates,PHOEBE,know family get married child,9
44032,914,The Blind Dates,JOEY,yes name one kid joey may kid someone's gotta carry family name,9
44033,914,The Blind Dates,PHOEBE,know maybe start date see what's they'll realise good,9
44034,914,The Blind Dates,JOEY,yeah slim picking date last night,9
44035,914,The Blind Dates,PHOEBE,gonna gonna go ahead set people,9
44036,914,The Blind Dates,JOEY,know push apart,9
44037,914,The Blind Dates,PHOEBE,yeah oh know could set ross rachel horrible date they'll realise good together,9
44038,914,The Blind Dates,JOEY,ooh that's great plan,9
44039,914,The Blind Dates,PHOEBE,yeah know best part get plan-laugh,9
44040,914,The Blind Dates,JOEY,shhh loud wanna wake uh,9
44041,914,The Blind Dates,RACHEL,hey,9
44042,914,The Blind Dates,MONICA,hey,9
44043,914,The Blind Dates,RACHEL,guy anything tonight,9
44044,914,The Blind Dates,CHANDLER,see would assume we're marry know hip happen people excuse get back reading obituary,9
44045,914,The Blind Dates,RACHEL,ask cause need someone watch emma tonight,9
44046,914,The Blind Dates,MONICA,sure we'll,9
44047,914,The Blind Dates,RACHEL,well phoebe set date,9
44048,914,The Blind Dates,MONICA,oh god,9
44049,914,The Blind Dates,CHANDLER,wow,9
44050,914,The Blind Dates,RACHEL,what's big deal,9
44051,914,The Blind Dates,MONICA,figure cause ross,9
44052,914,The Blind Dates,RACHEL,slept together year half ago yeah i'm set,9
44053,914,The Blind Dates,CHANDLER,well think great go date know mean sound healthy mean need embrace womanhood,9
44054,914,The Blind Dates,MONICA,want job turn oprah send resume,9
44055,914,The Blind Dates,RACHEL,i'll bring around seven okay,9
44056,914,The Blind Dates,MONICA,oh perfect,9
44057,914,The Blind Dates,RACHEL,oh guy gonna much fun cute age oh couple thing eat solid food poop around clock watch hair cause like grab oh also phase leave room scream bloody murder ah thanks guy fun,9
44058,914,The Blind Dates,PHOEBE,ooh joey,9
44059,914,The Blind Dates,JOEY,hey,9
44060,914,The Blind Dates,PHOEBE,hey i'm excite set rachel bad guy tonight,9
44061,914,The Blind Dates,JOEY,right,9
44062,914,The Blind Dates,PHOEBE,well guy use massage massage mean hold turn flash,9
44063,914,The Blind Dates,PHOEBE,oh yeah,9
44064,914,The Blind Dates,JOEY,really boring woman teacher,9
44065,914,The Blind Dates,PHOEBE,teacher,9
44066,914,The Blind Dates,JOEY,yeah yeah really history foreign movie oh oh love puzzle huh come love puzzle,9
44067,914,The Blind Dates,PHOEBE,well ross ruin plan joey fix perfect woman,9
44068,914,The Blind Dates,JOEY,oh god right,9
44069,914,The Blind Dates,PHOEBE,yeah,9
44070,914,The Blind Dates,JOEY,even read pleasure,9
44071,914,The Blind Dates,PHOEBE,even know woman like,9
44072,914,The Blind Dates,JOEY,i'm allow know smart woman,9
44073,914,The Blind Dates,PHOEBE,joey,9
44074,914,The Blind Dates,JOEY,meet library go pee,9
44076,914,The Blind Dates,JOEY,well okay i'll i'll call tell date's cancel find somebody else,9
44077,914,The Blind Dates,PHOEBE,find somebody else we'll tell date's tell ross go restaurant get stand,9
44078,914,The Blind Dates,JOEY,ooh...i hear that's bad,9
44079,914,The Blind Dates,PHOEBE,ooh great rachel's gonna terrible date ross get stood they'll realise good together,9
44080,914,The Blind Dates,JOEY,ah yes plan,9
44081,914,The Blind Dates,PHOEBE,santa's plan,9
44082,914,The Blind Dates,JOEY,yeah know fun,9
44083,914,The Blind Dates,PHOEBE,think kill,9
44084,914,The Blind Dates,CHANDLER,emma emma look well think i'll go downstairs,9
44085,914,The Blind Dates,CHANDLER,okay okay go cry bit i'm uncle chandler funny,9
44086,914,The Blind Dates,MONICA,okay know i'm gonna ovulate tomorrow sixth touch next hour,9
44088,914,The Blind Dates,CHANDLER,i'll try stop wait say sixth,9
44089,914,The Blind Dates,MONICA,yeah,9
44090,914,The Blind Dates,CHANDLER,today sixth,9
44092,914,The Blind Dates,CHANDLER,yes also,9
44093,914,The Blind Dates,MONICA,oh god today's sixth may do ovulating may also serve questionable meat restaurant,9
44094,914,The Blind Dates,CHANDLER,okay go take test see we're okay,9
44095,914,The Blind Dates,MONICA,okay,9
44096,914,The Blind Dates,CHANDLER,tough crib,9
44097,914,The Blind Dates,MONICA,hey ovulation-sticks there's one,9
44098,914,The Blind Dates,CHANDLER,might check see ovulating couple time,9
44099,914,The Blind Dates,MONICA,chandler,9
44100,914,The Blind Dates,CHANDLER,work there's much around,9
44101,914,The Blind Dates,ROSS,excuse woman wait bar someone average height dark hair perhaps puzzle,9
44102,914,The Blind Dates,WAITER,uh there's drunk chinese guy,9
44103,914,The Blind Dates,ROSS,well i'm still hour buy drink,9
44104,914,The Blind Dates,WAITER,get another glass wine,9
44105,914,The Blind Dates,ROSS,nah know wanna drunk go home alone,9
44106,914,The Blind Dates,WAITER,get stood huh,9
44107,914,The Blind Dates,ROSS,yeah big deal blind date,9
44108,914,The Blind Dates,WAITER,worried date come saw left,9
44110,914,The Blind Dates,MONICA,we're okay i'm still ovulate,9
44111,914,The Blind Dates,CHANDLER,oh good four o'clock afternoon,9
44112,914,The Blind Dates,MONICA,let's,9
44113,914,The Blind Dates,CHANDLER,think,9
44114,914,The Blind Dates,MONICA,come know eighteen anymore give minute,9
44115,914,The Blind Dates,CHANDLER,emma,9
44116,914,The Blind Dates,MONICA,oh god emma oh sweetie forget oh right can't can't leave alone,9
44117,914,The Blind Dates,CHANDLER,sorry,9
44118,914,The Blind Dates,MONICA,unless maybe mean much even aware age,9
44119,914,The Blind Dates,CHANDLER,well aware leave room may notice start canoodle,9
44120,914,The Blind Dates,MONICA,canoodle,9
44121,914,The Blind Dates,CHANDLER,well can't say hump screw front b-a-b-y,9
44122,914,The Blind Dates,MONICA,know mean guess sex front baby,9
44123,914,The Blind Dates,CHANDLER,horrify scar something people go jail,9
44124,914,The Blind Dates,MONICA,guess right,9
44125,914,The Blind Dates,CHANDLER,guess i'm right stay bed breakfast sex think deer staring window,9
44126,914,The Blind Dates,MONICA,kind sick bastard want front deer,9
44127,914,The Blind Dates,RACHEL,wow everything look good think i'm gonna chicken,9
44128,914,The Blind Dates,RACHEL,oh well that's that's sweet thank,9
44129,914,The Blind Dates,STEVE,i'm kind funny look,9
44131,914,The Blind Dates,STEVE,oh come way league everybody know bet guy there's probably say ooh must rich well i'm,9
44132,914,The Blind Dates,STEVE,i'm funny either think well he's good-looking maybe we'll laugh ain't gonna happen,9
44133,914,The Blind Dates,RACHEL,well come steve let's rule nervous laughter hey wait minute phoebe tell own restaurant that's impressive,9
44134,914,The Blind Dates,STEVE,lose drug,9
44135,914,The Blind Dates,STEVE,silk-screen t-shirt,9
44136,914,The Blind Dates,RACHEL,really what's like,9
44137,914,The Blind Dates,STEVE,really fulfil something hate money that's right money i'm funny live studio apartment two guy i'm pretty sure i'm infertile,9
44138,914,The Blind Dates,STEVE,like hair,9
44139,914,The Blind Dates,RACHEL,really,9
44140,914,The Blind Dates,PHOEBE,hello,9
44141,914,The Blind Dates,RACHEL,phoebe i'm go hunt kill,9
44142,914,The Blind Dates,PHOEBE,hey rach,9
44143,914,The Blind Dates,RACHEL,bad date ever could set creep,9
44144,914,The Blind Dates,PHOEBE,know talk one dear dear friend,9
44145,914,The Blind Dates,RACHEL,care guy nightmare,9
44146,914,The Blind Dates,PHOEBE,oh right get little crazy he's stone,9
44147,914,The Blind Dates,RACHEL,he's stone,9
44148,914,The Blind Dates,PHOEBE,go cigarette,9
44149,914,The Blind Dates,RACHEL,yeah four time,9
44150,914,The Blind Dates,PHOEBE,dear sweet rach,9
44151,914,The Blind Dates,JOEY,oh great pretty soon they'll back together,9
44152,914,The Blind Dates,PHOEBE,time anyone's figure we've do we'll sunny mexico oh wait that's end different plan,9
44153,914,The Blind Dates,MONICA,asleep chandler,9
44155,914,The Blind Dates,CHANDLER,emma,9
44156,914,The Blind Dates,MONICA,asleep,9
44157,914,The Blind Dates,CHANDLER,ooh asleep mean,9
44158,914,The Blind Dates,MONICA,yes fast,9
44159,914,The Blind Dates,JOEY,hello,9
44160,914,The Blind Dates,JOEY,emma hey hi,9
44161,914,The Blind Dates,JOEY,ya ya babysitter huh why's bedroom door close,9
44162,914,The Blind Dates,JOEY,can't s-e-x take care b-a-b-i-e,9
44163,914,The Blind Dates,WAITER,i've get bad news chinese guy leave,9
44164,914,The Blind Dates,ROSS,eh meant meant,9
44165,914,The Blind Dates,WAITER,look get stood care we're gonna show good time sit relax fact let bring crab cake appetizer house,9
44166,914,The Blind Dates,ROSS,wow free crab cake well that's nice although hop sex tonight,9
44167,914,The Blind Dates,WAITER,ooh,9
44168,914,The Blind Dates,ROSS,crab cake,9
44169,914,The Blind Dates,WAITER,get okay,9
44170,914,The Blind Dates,ROSS,what's what's go,9
44171,914,The Blind Dates,WAITER,eh okay waiter little pool go bet long it'll take give go home,9
44172,914,The Blind Dates,ROSS,make money misery,9
44173,914,The Blind Dates,WAITER,well stay till,9
44174,914,The Blind Dates,ROSS,unbelievable never insult life wrap free crab cake i'll way,9
44175,914,The Blind Dates,MONICA,well weird loud fast,9
44176,914,The Blind Dates,CHANDLER,think may really do time,9
44177,914,The Blind Dates,MONICA,oh wish wait take pregnancy test,9
44178,914,The Blind Dates,CHANDLER,may wanna get,9
44179,914,The Blind Dates,CHANDLER,where's emma,9
44180,914,The Blind Dates,MONICA,oh god where's emma where's emma,9
44181,914,The Blind Dates,CHANDLER,ask canoodle,9
44182,914,The Blind Dates,MONICA,okay okay i'm sure rachel come home early pick emma go look across hall i'll call cell,9
44183,914,The Blind Dates,CHANDLER,okay,9
44184,914,The Blind Dates,MONICA,hey well hope we're pregnant one way another we're give baby back rachel,9
44185,914,The Blind Dates,RACHEL,admire man cry,9
44186,914,The Blind Dates,STEVE,really,9
44187,914,The Blind Dates,RACHEL,touch coat,9
44188,914,The Blind Dates,RACHEL,oh sorry phone hello,9
44189,914,The Blind Dates,RACHEL,oh god bad date ever,9
44190,914,The Blind Dates,MONICA,hey stop,9
44192,914,The Blind Dates,MONICA,oh god,9
44193,914,The Blind Dates,MONICA,oh thank god emma,9
44194,914,The Blind Dates,RACHEL,mean,9
44195,914,The Blind Dates,MONICA,oh play peek-a-boo love i'm dramatic,9
44196,914,The Blind Dates,JOEY,two sex,9
44198,914,The Blind Dates,JOEY,lie could tell chandler's hair lazy can't get top,9
44199,914,The Blind Dates,CHANDLER,right right try make baby monica's ovulate,9
44200,914,The Blind Dates,JOEY,hey unacceptable two would sex emma next room i'm gonna tell rachel,9
44202,914,The Blind Dates,MONICA,please please joey kill,9
44203,914,The Blind Dates,JOEY,hey gotta unless,9
44204,914,The Blind Dates,MONICA,unless,9
44205,914,The Blind Dates,JOEY,unless name firstborn child joey,9
44207,914,The Blind Dates,JOEY,hey may never kid somebody's gotta carry family name,9
44208,914,The Blind Dates,CHANDLER,family name tribbiani,9
44209,914,The Blind Dates,JOEY,almost,9
44210,914,The Blind Dates,RACHEL,well uh,9
44211,914,The Blind Dates,STEVE,look think know answer question would like make love,9
44212,914,The Blind Dates,RACHEL,really really,9
44213,914,The Blind Dates,STEVE,eh well work anyway,9
44214,914,The Blind Dates,RACHEL,right well that's good know good night steve,9
44215,914,The Blind Dates,ROSS,hey what's wrong,9
44216,914,The Blind Dates,RACHEL,rough night,9
44217,914,The Blind Dates,ROSS,oh crab cake,9
44218,914,The Blind Dates,RACHEL,eww,9
44219,914,The Blind Dates,ROSS,well happen,9
44220,914,The Blind Dates,RACHEL,oh well i...it's kind weird talk,9
44221,914,The Blind Dates,ROSS,monica tell blind date,9
44222,914,The Blind Dates,RACHEL,yeah,9
44224,914,The Blind Dates,RACHEL,oh,9
44225,914,The Blind Dates,ROSS,technically date person show,9
44226,914,The Blind Dates,RACHEL,oh oh think walk saw leave,9
44227,914,The Blind Dates,ROSS,everyone keep say,9
44228,914,The Blind Dates,RACHEL,well make feel good wish date show,9
44229,914,The Blind Dates,ROSS,bad,9
44230,914,The Blind Dates,RACHEL,well make t-shirt live thought would appropriate give,9
44231,914,The Blind Dates,ROSS,female body inspector size,9
44232,914,The Blind Dates,PHOEBE,wait minute they're gonna name first child joey,9
44233,914,The Blind Dates,JOEY,uh-huh,9
44234,914,The Blind Dates,PHOEBE,get name next one,9
44235,914,The Blind Dates,JOEY,easy walk sex,9
44236,914,The Blind Dates,PHOEBE,oh owe like three phoebe,9
44237,914,The Blind Dates,PHOEBE,oh god look ross rachel oh plan work,9
44238,914,The Blind Dates,PHOEBE,plan-laugh,9
44239,914,The Blind Dates,ROSS,first date we've month disaster,9
44240,914,The Blind Dates,RACHEL,oh huh know weird phoebe would set date awful night joey set date even show,9
44241,914,The Blind Dates,ROSS,wait minute think intentional mean that's stupid,9
44242,914,The Blind Dates,JOEY,we're genius yeah look look they're really bond,9
44243,914,The Blind Dates,PHOEBE,oh yeah they're fall love,9
44244,914,The Blind Dates,PHOEBE,oh see oh look mad oh figure they're come way run,9
44246,914,The Blind Dates,PHOEBE,mexico,9
44247,914,The Blind Dates,JOEY,believe they're still,9
44248,914,The Blind Dates,ROSS,know double blind date get stood chance,9
44249,914,The Blind Dates,JOEY,know i'm bum free crab cake,9
44251,914,The Blind Dates,JOEY,we've stand want free crab cake,9
44252,914,The Blind Dates,WAITER,guy give rest nobody's bet tonight although pool go see long take guy cry,9
44253,914,The Blind Dates,STEVE,fat hand,9
44254,916,The Boob Job,CHANDLER,see bank statement right,9
44255,916,The Boob Job,MONICA,know...god see saving take hit like since kid come double-stuffed oreo happen money,9
44256,916,The Boob Job,CHANDLER,i'm sure i'm incline blame enron,9
44257,916,The Boob Job,MONICA,guess internship we're spending we're bring,9
44258,916,The Boob Job,CHANDLER,maybe quit get job pay,9
44259,916,The Boob Job,MONICA,oh finally something love can't ask give though it'd nice thing love y'know find gold,9
44260,916,The Boob Job,CHANDLER,know know think we're make big deal ok pay bill little late month maybe next month cut back thing maybe start eat joey's refrigerator change chef make back soda beer,9
44261,916,The Boob Job,MONICA,ok bad case scenario is...we borrow money parent,9
44262,916,The Boob Job,CHANDLER,we're borrow money,9
44264,916,The Boob Job,CHANDLER,bings there's one thing father taught well always knock go pool house thing never borrow money,9
44265,916,The Boob Job,MONICA,wow idea much pride,9
44266,916,The Boob Job,CHANDLER,that's right i'm man i'm go get situation even mean work twice hard,9
44267,916,The Boob Job,MIKE,i'm gonna go,9
44269,916,The Boob Job,MIKE,home couple day need get clothes,9
44270,916,The Boob Job,PHOEBE,oh...you go something fit,9
44271,916,The Boob Job,MIKE,put tube top joke,9
44272,916,The Boob Job,PHOEBE,want stay,9
44273,916,The Boob Job,MIKE,want stay i've go bad much use boxer,9
44274,916,The Boob Job,PHOEBE,turn inside ou,9
